transaction_id,amount,location,device_new,hour,velocity,account_age_days,is_fraud
TXN0114,112502,Bangalore,1,0,7,24,True
TXN0115,62530,Mumbai,1,0,13,58,True
TXN0116,6332,Salem,1,21,3,1861,False
TXN0117,10274,Coimbatore,0,10,2,1381,False
TXN0118,1430,Chennai,0,14,2,1230,False
TXN0119,83545,Bangalore,1,3,14,65,True
TXN0120,67762,Mumbai,1,2,12,14,True
TXN0121,13007,Coimbatore,0,20,1,1215,False
TXN0122,14983,Coimbatore,0,11,1,222,False
TXN0123,9849,Madurai,0,21,1,1059,False
TXN0124,4560,Chennai,1,21,1,1324,False
TXN0125,12134,Coimbatore,0,15,1,287,False
TXN0126,13796,Coimbatore,0,15,1,1662,False
TXN0127,10774,Salem,1,15,2,1298,False
TXN0128,8156,Madurai,0,22,3,936,False
TXN0129,1813,Salem,0,17,4,1520,False
TXN0130,6661,Madurai,0,21,1,744,False
TXN0131,12757,Chennai,1,7,4,946,False
TXN0132,77419,Hyderabad,1,4,12,85,True
TXN0133,3435,Salem,0,11,3,997,False
TXN0134,112578,Mumbai,1,4,8,95,True
TXN0135,324,Chennai,1,9,2,1823,False
TXN0136,2024,Madurai,0,22,3,1142,False
TXN0137,8005,Coimbatore,1,14,4,1228,False
TXN0138,9920,Salem,0,9,3,1682,False
TXN0139,13005,Madurai,0,7,3,1586,False
TXN0140,9601,Salem,1,11,4,1203,False
TXN0141,9142,Coimbatore,1,21,3,1880,False
TXN0142,4012,Madurai,1,14,4,189,False
TXN0143,11654,Chennai,1,19,2,1114,False
TXN0144,107356,Delhi,1,2,6,61,True
TXN0145,7586,Coimbatore,0,11,4,1883,False
TXN0146,132436,Hyderabad,1,2,10,84,True
TXN0147,14055,Salem,0,19,3,1383,False
TXN0148,688,Chennai,0,14,3,565,False
TXN0149,1712,Madurai,0,21,2,1521,False
TXN0150,853,Madurai,0,8,3,834,False
TXN0151,4100,Chennai,1,12,2,458,False
TXN0152,6367,Salem,0,22,2,575,False
TXN0153,7629,Madurai,0,7,4,1945,False
TXN0154,2688,Madurai,0,21,3,1303,False
TXN0155,7051,Salem,0,21,3,507,False
TXN0156,1847,Madurai,0,19,3,1277,False
TXN0157,4937,Chennai,0,19,3,116,False
TXN0158,12308,Madurai,1,16,2,1343,False
TXN0159,3215,Chennai,0,11,1,1950,False
TXN0160,7322,Madurai,0,18,2,284,False
TXN0161,6907,Madurai,0,13,2,1710,False
TXN0162,4565,Madurai,0,15,4,1751,False
TXN0163,5649,Coimbatore,0,21,1,388,False
TXN0164,11965,Salem,1,18,1,1719,False
TXN0165,100329,Bangalore,1,0,12,52,True
TXN0166,13574,Chennai,0,10,2,1065,False
TXN0167,9298,Salem,0,14,1,1401,False
TXN0168,5051,Chennai,1,10,2,192,False
TXN0169,8171,Coimbatore,0,10,2,1917,False
TXN0170,6178,Chennai,1,11,4,1441,False
TXN0171,10186,Madurai,1,15,1,1513,False
TXN0172,7385,Madurai,0,18,1,1504,False
TXN0173,10664,Coimbatore,0,8,4,665,False
TXN0174,13994,Chennai,1,9,2,1414,False
TXN0175,73713,Mumbai,1,1,7,77,True
TXN0176,130290,Mumbai,1,4,8,80,True
TXN0177,3917,Coimbatore,0,11,1,667,False
TXN0178,8950,Chennai,0,12,1,1453,False
TXN0179,76955,Delhi,1,1,14,46,True
TXN0180,36868,Delhi,1,1,11,72,True
TXN0181,7902,Coimbatore,1,18,1,1025,False
TXN0182,810,Salem,0,21,1,224,False
TXN0183,7084,Chennai,0,22,4,250,False
TXN0184,2530,Madurai,0,11,3,1378,False
TXN0185,9887,Chennai,0,21,4,303,False
TXN0186,10764,Coimbatore,0,20,4,1918,False
TXN0187,13656,Chennai,1,19,4,1594,False
TXN0188,5220,Salem,0,18,2,1506,False
TXN0189,139022,Delhi,1,0,6,60,True
TXN0190,6205,Chennai,0,8,3,1472,False
TXN0191,14413,Madurai,1,8,3,1329,False
TXN0192,9568,Chennai,0,11,4,559,False
TXN0193,9213,Coimbatore,0,10,3,1275,False
TXN0194,13947,Madurai,0,15,1,469,False
TXN0195,5162,Coimbatore,0,18,1,471,False
TXN0196,6666,Coimbatore,0,11,1,287,False
TXN0197,7532,Madurai,0,12,3,738,False
TXN0198,9399,Chennai,0,8,2,422,False
TXN0199,4558,Salem,1,20,4,1343,False
TXN0200,3631,Madurai,0,18,4,327,False
TXN0201,9817,Salem,1,16,1,551,False
TXN0202,997,Coimbatore,0,13,3,532,False
TXN0203,4842,Salem,0,10,1,1118,False
TXN0204,79834,Bangalore,1,4,8,69,True
TXN0205,142953,Hyderabad,1,0,11,7,True
TXN0206,14224,Salem,0,20,4,1553,False
TXN0207,6736,Salem,0,17,2,1741,False
TXN0208,6028,Salem,0,20,1,598,False
TXN0209,8684,Madurai,0,19,3,1627,False
TXN0210,12865,Coimbatore,0,9,1,1186,False
TXN0211,5824,Coimbatore,0,11,2,310,False
TXN0212,2942,Salem,0,9,2,1682,False
TXN0213,9336,Salem,1,17,3,409,False
TXN0214,87961,Delhi,1,2,9,80,True
TXN0215,1315,Chennai,0,21,4,177,False
TXN0216,4803,Chennai,0,9,4,1047,False
TXN0217,13368,Coimbatore,0,17,4,1126,False
TXN0218,7481,Coimbatore,0,17,1,1133,False
TXN0219,122749,Mumbai,1,3,12,72,True
TXN0220,4734,Chennai,1,20,3,1490,False
TXN0221,10705,Salem,0,9,3,293,False
TXN0222,11957,Coimbatore,0,17,1,1293,False
TXN0223,5182,Salem,1,11,1,734,False
TXN0224,5481,Madurai,0,9,4,1141,False
TXN0225,70483,Hyderabad,1,1,8,48,True
TXN0226,48030,Delhi,1,1,6,42,True
TXN0227,8943,Salem,0,17,2,1323,False
TXN0228,53703,Hyderabad,1,4,7,97,True
TXN0229,77749,Bangalore,1,1,12,83,True
TXN0230,12941,Salem,1,14,2,733,False
TXN0231,3278,Madurai,0,21,4,1675,False
TXN0232,8339,Coimbatore,1,12,2,1740,False
TXN0233,954,Chennai,1,18,1,1556,False
TXN0234,12602,Coimbatore,0,15,4,1954,False
TXN0235,1602,Salem,0,21,3,154,False
TXN0236,95799,Delhi,1,2,8,54,True
TXN0237,561,Coimbatore,0,10,3,1720,False
TXN0238,67601,Hyderabad,1,3,7,95,True
TXN0239,186,Coimbatore,0,7,3,541,False
TXN0240,12015,Madurai,1,10,3,586,False
TXN0241,61252,Hyderabad,1,3,15,84,True
TXN0242,139666,Delhi,1,3,14,73,True
TXN0243,9521,Chennai,0,11,3,979,False
TXN0244,4041,Madurai,1,12,1,1172,False
TXN0245,98951,Delhi,1,4,13,69,True
TXN0246,7802,Chennai,0,19,3,619,False
TXN0247,1206,Madurai,0,14,1,1680,False
TXN0248,76176,Mumbai,1,4,10,87,True
TXN0249,11317,Coimbatore,1,22,2,1761,False
TXN0250,131736,Mumbai,1,3,5,42,True
TXN0251,56144,Hyderabad,1,0,10,44,True
TXN0252,8997,Coimbatore,1,15,1,1642,False
TXN0253,14225,Madurai,0,17,3,354,False
TXN0254,6653,Salem,1,19,3,482,False
TXN0255,6118,Salem,0,9,4,261,False
TXN0256,13573,Chennai,0,16,3,310,False
TXN0257,4943,Salem,0,21,4,441,False
TXN0258,793,Chennai,0,20,3,1409,False
TXN0259,113560,Mumbai,1,3,10,70,True
TXN0260,2439,Coimbatore,1,8,2,237,False
TXN0261,6101,Coimbatore,0,19,1,1339,False
TXN0262,6177,Coimbatore,0,21,1,1275,False
TXN0263,6621,Chennai,0,15,2,332,False
TXN0264,8276,Madurai,1,10,3,1687,False
TXN0265,3615,Coimbatore,0,22,2,351,False
TXN0266,7506,Madurai,0,21,1,1759,False
TXN0267,11725,Coimbatore,0,16,3,1843,False
TXN0268,11572,Coimbatore,0,18,2,348,False
TXN0269,3978,Madurai,1,7,3,1234,False
TXN0270,9138,Salem,0,9,1,733,False
TXN0271,11877,Chennai,1,20,4,1786,False
TXN0272,71553,Bangalore,1,0,12,64,True
TXN0273,138665,Mumbai,1,4,15,80,True
TXN0274,2214,Coimbatore,1,8,1,1161,False
TXN0275,2753,Madurai,0,14,3,1162,False
TXN0276,4205,Madurai,0,15,2,1380,False
TXN0277,1630,Madurai,0,11,2,1449,False
TXN0278,9334,Madurai,0,7,1,193,False
TXN0279,12665,Madurai,1,7,4,1920,False
TXN0280,5049,Salem,1,14,4,709,False
TXN0281,37852,Hyderabad,1,1,12,58,True
TXN0282,5673,Madurai,0,17,3,1603,False
TXN0283,2242,Salem,0,10,3,595,False
TXN0284,88929,Delhi,1,1,7,17,True
TXN0285,6393,Madurai,1,14,2,1766,False
TXN0286,11914,Salem,0,13,2,1120,False
TXN0287,5155,Salem,1,7,1,905,False
TXN0288,3624,Salem,0,8,1,676,False
TXN0289,13909,Chennai,1,16,1,1835,False
TXN0290,14558,Chennai,0,18,4,849,False
TXN0291,9443,Salem,0,18,3,250,False
TXN0292,12623,Salem,0,10,2,298,False
TXN0293,5655,Salem,0,11,2,1333,False
TXN0294,842,Salem,0,11,3,1746,False
TXN0295,2540,Salem,0,17,3,432,False
TXN0296,12213,Madurai,0,17,4,1551,False
TXN0297,372,Madurai,0,17,1,953,False
TXN0298,11983,Coimbatore,0,22,3,1442,False
TXN0299,9660,Coimbatore,1,12,4,402,False
TXN0300,121818,Hyderabad,1,0,8,7,True
TXN0301,2581,Salem,1,13,4,1127,False
TXN0302,12155,Madurai,0,11,2,1248,False
TXN0303,7937,Madurai,1,17,2,1041,False
TXN0304,11173,Madurai,0,22,2,604,False
TXN0305,3784,Salem,0,16,2,1513,False
TXN0306,5814,Salem,0,16,1,1274,False
TXN0307,6564,Madurai,0,11,3,186,False
TXN0308,1394,Salem,0,21,3,1630,False
TXN0309,13665,Coimbatore,0,15,2,323,False
TXN0310,11074,Salem,0,14,1,305,False
TXN0311,7839,Coimbatore,0,11,1,1227,False
TXN0312,14528,Madurai,1,22,2,1648,False
TXN0313,10682,Chennai,0,9,2,1195,False
TXN0314,2968,Salem,1,12,1,1812,False
TXN0315,3152,Chennai,0,8,1,711,False
TXN0316,5589,Coimbatore,0,21,4,1921,False
TXN0317,7768,Coimbatore,0,13,1,777,False
TXN0318,10721,Madurai,0,12,1,1608,False
TXN0319,9402,Salem,0,12,4,1793,False
TXN0320,1521,Salem,1,10,2,387,False
TXN0321,4164,Salem,0,15,4,582,False
TXN0322,5500,Madurai,0,7,3,1438,False
TXN0323,1117,Salem,0,21,3,427,False
TXN0324,14765,Coimbatore,0,10,3,852,False
TXN0325,2288,Madurai,1,11,4,1631,False
TXN0326,9098,Chennai,1,13,2,1493,False
TXN0327,8753,Coimbatore,0,9,1,226,False
TXN0328,2555,Coimbatore,0,17,4,338,False
TXN0329,8108,Coimbatore,0,21,1,1028,False
TXN0330,7584,Chennai,0,21,3,1581,False
TXN0331,13476,Salem,0,13,1,192,False
TXN0332,1144,Madurai,0,9,4,164,False
TXN0333,12698,Salem,0,20,3,1925,False
TXN0334,14956,Coimbatore,1,19,1,1498,False
TXN0335,5797,Coimbatore,0,12,4,1183,False
TXN0336,3748,Salem,0,7,3,1048,False
TXN0337,13589,Coimbatore,0,14,4,808,False
TXN0338,14439,Chennai,0,8,4,1359,False
TXN0339,1202,Chennai,0,8,4,1324,False
TXN0340,824,Coimbatore,1,21,2,1205,False
TXN0341,12815,Madurai,0,11,3,579,False
TXN0342,12757,Coimbatore,0,14,3,1894,False
TXN0343,8640,Chennai,0,20,3,663,False
TXN0344,9793,Madurai,0,20,4,196,False
TXN0345,11099,Coimbatore,1,17,4,936,False
TXN0346,3112,Coimbatore,1,14,2,715,False
TXN0347,1044,Coimbatore,1,20,2,895,False
TXN0348,5511,Coimbatore,0,21,3,289,False
TXN0349,79436,Delhi,1,4,14,10,True
TXN0350,129837,Mumbai,1,4,15,76,True
TXN0351,14345,Coimbatore,0,16,1,533,False
TXN0352,2022,Coimbatore,1,14,2,912,False
TXN0353,12806,Madurai,0,19,4,1192,False
TXN0354,5992,Salem,1,21,1,1744,False
TXN0355,5346,Chennai,0,18,3,947,False
TXN0356,3725,Salem,0,7,3,1233,False
TXN0357,3314,Coimbatore,0,14,4,1266,False
TXN0358,10825,Salem,0,15,4,1581,False
TXN0359,12105,Salem,0,12,2,1575,False
TXN0360,146570,Delhi,1,4,15,12,True
TXN0361,1317,Coimbatore,0,7,4,381,False
TXN0362,49795,Hyderabad,1,0,8,69,True
TXN0363,10222,Salem,1,22,1,113,False
TXN0364,99391,Delhi,1,2,13,41,True
TXN0365,11533,Chennai,1,12,1,1980,False
TXN0366,4048,Salem,0,15,3,647,False
TXN0367,83218,Mumbai,1,3,14,36,True
TXN0368,13666,Salem,0,8,1,930,False
TXN0369,7898,Salem,0,7,2,269,False
TXN0370,10666,Coimbatore,0,10,1,570,False
TXN0371,11442,Chennai,1,15,1,1992,False
TXN0372,4693,Coimbatore,0,12,3,132,False
TXN0373,12424,Coimbatore,1,9,3,432,False
TXN0374,14017,Coimbatore,1,17,4,1647,False
TXN0375,11393,Salem,0,18,1,300,False
TXN0376,1345,Madurai,0,19,3,160,False
TXN0377,7481,Salem,1,14,3,1232,False
TXN0378,11236,Coimbatore,1,9,3,1734,False
TXN0379,1444,Coimbatore,0,11,4,1557,False
TXN0380,5288,Madurai,0,10,1,110,False
TXN0381,12573,Coimbatore,0,10,2,278,False
TXN0382,9225,Madurai,1,10,1,283,False
TXN0383,9880,Salem,0,19,1,697,False
TXN0384,1487,Coimbatore,0,12,4,447,False
TXN0385,4497,Salem,1,11,1,442,False
TXN0386,5011,Coimbatore,1,9,3,615,False
TXN0387,8223,Madurai,0,21,1,377,False
TXN0388,81864,Bangalore,1,2,14,53,True
TXN0389,7155,Coimbatore,0,16,3,1335,False
TXN0390,3010,Salem,1,17,3,1605,False
TXN0391,12911,Salem,0,17,4,674,False
TXN0392,9338,Salem,0,12,1,1589,False
TXN0393,3534,Salem,1,16,1,1777,False
TXN0394,2380,Coimbatore,0,14,3,1448,False
TXN0395,13028,Salem,1,9,4,1324,False
TXN0396,8855,Chennai,1,8,3,1536,False
TXN0397,62536,Delhi,1,2,7,87,True
TXN0398,10668,Chennai,1,17,4,316,False
TXN0399,59098,Mumbai,1,4,13,76,True
TXN0400,6508,Salem,1,11,3,150,False
TXN0401,84522,Mumbai,1,0,6,98,True
TXN0402,5720,Salem,1,13,4,813,False
TXN0403,124633,Bangalore,1,3,10,13,True
TXN0404,123163,Delhi,1,0,5,48,True
TXN0405,2792,Salem,0,12,2,777,False
TXN0406,3898,Salem,1,12,2,1411,False
TXN0407,12181,Chennai,0,21,4,896,False
TXN0408,3471,Coimbatore,0,9,1,1737,False
TXN0409,3328,Salem,1,10,3,1473,False
TXN0410,10571,Chennai,0,19,4,1302,False
TXN0411,13952,Chennai,1,12,3,1981,False
TXN0412,5231,Coimbatore,0,14,3,339,False
TXN0413,2416,Salem,1,20,2,1277,False
TXN0414,8073,Coimbatore,0,12,4,691,False
TXN0415,140360,Bangalore,1,3,14,11,True
TXN0416,8039,Salem,0,13,4,1250,False
TXN0417,8156,Chennai,1,21,4,442,False
TXN0418,13139,Coimbatore,0,16,1,662,False
TXN0419,2855,Chennai,1,22,1,1272,False
TXN0420,8998,Coimbatore,0,8,4,1218,False
TXN0421,1777,Madurai,0,16,1,1021,False
TXN0422,13481,Coimbatore,0,21,1,1688,False
TXN0423,12185,Coimbatore,0,20,2,1361,False
TXN0424,13428,Madurai,0,8,3,1190,False
TXN0425,2858,Madurai,0,16,3,1272,False
TXN0426,8528,Chennai,0,11,4,1981,False
TXN0427,14305,Madurai,0,11,2,399,False
TXN0428,12575,Madurai,1,22,2,1282,False
TXN0429,6246,Madurai,1,9,1,925,False
TXN0430,14473,Chennai,0,21,4,770,False
TXN0431,13979,Chennai,0,21,3,1841,False
TXN0432,6616,Madurai,0,20,2,1113,False
TXN0433,4746,Madurai,0,11,4,1714,False
TXN0434,12588,Salem,0,8,1,1382,False
TXN0435,142414,Delhi,1,1,12,63,True
TXN0436,7109,Madurai,0,11,3,425,False
TXN0437,77242,Mumbai,1,2,6,52,True
TXN0438,111999,Delhi,1,2,8,59,True
TXN0439,117,Coimbatore,0,22,1,371,False
TXN0440,7391,Chennai,0,7,3,1773,False
TXN0441,7019,Salem,0,22,1,568,False
TXN0442,135638,Bangalore,1,0,6,45,True
TXN0443,2346,Chennai,1,11,2,240,False
TXN0444,2788,Coimbatore,1,18,2,1386,False
TXN0445,10193,Chennai,1,13,1,1936,False
TXN0446,46142,Hyderabad,1,4,11,49,True
TXN0447,2390,Madurai,0,15,1,608,False
TXN0448,11412,Coimbatore,0,16,2,1160,False
TXN0449,4942,Chennai,0,14,4,890,False
TXN0450,10554,Coimbatore,0,7,3,748,False
TXN0451,13845,Salem,1,18,2,1662,False
TXN0452,12721,Madurai,0,7,1,128,False
TXN0453,1090,Salem,1,16,4,967,False
TXN0454,100328,Bangalore,1,4,14,24,True
TXN0455,40357,Bangalore,1,4,8,24,True
TXN0456,10492,Coimbatore,0,16,4,1594,False
TXN0457,41300,Delhi,1,3,6,63,True
TXN0458,12251,Coimbatore,0,10,1,1549,False
TXN0459,2784,Madurai,1,18,3,441,False
TXN0460,132383,Bangalore,1,2,6,8,True
TXN0461,4556,Salem,0,15,1,1116,False
TXN0462,1008,Madurai,1,12,3,422,False
TXN0463,14751,Chennai,0,14,1,190,False
TXN0464,7829,Chennai,0,19,2,466,False
TXN0465,11798,Salem,1,14,3,608,False
TXN0466,5341,Chennai,0,9,3,344,False
TXN0467,135426,Delhi,1,4,5,56,True
TXN0468,14289,Salem,0,16,3,276,False
TXN0469,56302,Mumbai,1,2,14,43,True
TXN0470,9794,Chennai,1,13,2,408,False
TXN0471,491,Chennai,0,18,1,786,False
TXN0472,6264,Coimbatore,0,10,2,1185,False
TXN0473,1081,Coimbatore,0,15,1,189,False
TXN0474,8615,Chennai,1,18,4,1631,False
TXN0475,8380,Chennai,0,19,1,1312,False
TXN0476,2241,Madurai,0,16,3,1842,False
TXN0477,6538,Coimbatore,0,17,4,656,False
TXN0478,56569,Mumbai,1,1,14,18,True
TXN0479,88925,Delhi,1,3,10,57,True
TXN0480,12721,Madurai,0,21,3,1048,False
TXN0481,1581,Madurai,0,16,1,540,False
TXN0482,123212,Delhi,1,1,10,55,True
TXN0483,4362,Salem,0,7,4,1850,False
TXN0484,9113,Coimbatore,0,10,4,308,False
TXN0485,38083,Hyderabad,1,1,7,30,True
TXN0486,10426,Chennai,0,15,1,144,False
TXN0487,114670,Bangalore,1,3,7,16,True
TXN0488,90423,Hyderabad,1,0,7,78,True
TXN0489,6571,Salem,1,7,4,1499,False
TXN0490,58143,Hyderabad,1,1,9,40,True
TXN0491,667,Salem,0,16,4,943,False
TXN0492,66670,Mumbai,1,3,7,58,True
TXN0493,13161,Madurai,0,7,4,1701,False
TXN0494,12903,Madurai,1,18,3,895,False
TXN0495,71795,Bangalore,1,4,8,8,True
TXN0496,91824,Mumbai,1,4,10,79,True
TXN0497,1740,Chennai,0,14,3,1192,False
TXN0498,3694,Coimbatore,1,18,2,460,False
TXN0499,13308,Coimbatore,0,7,3,1262,False
TXN0500,3184,Chennai,1,16,2,1104,False
TXN0501,60490,Hyderabad,1,4,8,7,True
TXN0502,110495,Mumbai,1,1,7,48,True
TXN0503,13932,Coimbatore,0,8,1,402,False
TXN0504,13968,Salem,0,9,3,1542,False
TXN0505,5614,Salem,0,17,2,422,False
TXN0506,8082,Coimbatore,0,12,3,557,False
TXN0507,12125,Chennai,0,11,2,1592,False
TXN0508,9485,Madurai,1,8,2,1333,False
TXN0509,10116,Madurai,0,10,4,388,False
TXN0510,3999,Chennai,0,17,2,1402,False
TXN0511,11077,Coimbatore,0,21,1,643,False
TXN0512,1210,Chennai,0,15,1,1575,False
TXN0513,87438,Hyderabad,1,3,7,57,True
TXN0514,5854,Coimbatore,1,10,4,1715,False
TXN0515,39661,Bangalore,1,0,9,7,True
TXN0516,1815,Salem,0,17,2,1918,False
TXN0517,39830,Hyderabad,1,4,6,48,True
TXN0518,7166,Chennai,0,20,2,209,False
TXN0519,3212,Coimbatore,1,15,3,709,False
TXN0520,81498,Mumbai,1,4,13,67,True
TXN0521,30500,Hyderabad,1,3,6,42,True
TXN0522,33373,Bangalore,1,1,7,86,True
TXN0523,7858,Salem,0,16,4,1064,False
TXN0524,4441,Salem,0,19,2,859,False
TXN0525,7403,Madurai,0,15,4,1052,False
TXN0526,4500,Madurai,0,11,1,275,False
TXN0527,6882,Salem,0,8,4,1776,False
TXN0528,11356,Chennai,1,14,4,712,False
TXN0529,14090,Salem,0,11,1,1650,False
TXN0530,51910,Delhi,1,1,8,21,True
TXN0531,11292,Madurai,1,13,2,1808,False
TXN0532,12012,Salem,0,9,4,1239,False
TXN0533,14134,Salem,0,21,1,1710,False
TXN0534,49613,Delhi,1,1,14,80,True
TXN0535,9319,Salem,0,16,3,1897,False
TXN0536,10828,Madurai,1,22,1,452,False
TXN0537,10229,Madurai,1,8,4,1921,False
TXN0538,907,Madurai,1,15,3,141,False
TXN0539,5065,Chennai,0,15,4,1857,False
TXN0540,3834,Madurai,0,16,4,1685,False
TXN0541,6928,Salem,0,13,4,532,False
TXN0542,12543,Madurai,0,8,2,234,False
TXN0543,6709,Coimbatore,0,7,2,494,False
TXN0544,4187,Madurai,0,21,1,1980,False
TXN0545,4588,Chennai,0,21,4,1401,False
TXN0546,4063,Salem,0,22,4,463,False
TXN0547,5830,Chennai,0,12,3,1633,False
TXN0548,6433,Coimbatore,0,12,2,1855,False
TXN0549,11203,Chennai,0,15,4,1151,False
TXN0550,12675,Coimbatore,0,22,2,1425,False
TXN0551,238,Madurai,0,15,3,1559,False
TXN0552,6268,Salem,0,21,3,546,False
TXN0553,8630,Madurai,1,10,1,1147,False
TXN0554,9828,Chennai,0,16,1,1086,False
TXN0555,4629,Madurai,0,15,3,1443,False
TXN0556,97802,Hyderabad,1,1,5,81,True
TXN0557,11253,Madurai,0,7,4,705,False
TXN0558,6728,Coimbatore,1,8,2,802,False
TXN0559,10558,Coimbatore,1,18,3,1831,False
TXN0560,14460,Coimbatore,0,16,1,1064,False
TXN0561,11981,Madurai,0,17,1,555,False
